Time (seconds)	TX1 (dB)	TX2 (dB)	TX3 (dB)	TX4 (dB)	TX5 (dB)	TX6 (dB)	TX7 (dB)	TX8 (dB)	
1.1271	-62.7378+0.7504i	-84.6407+0.7504i	-76.0855+0.7504i	-90.4514+0.7504i	-63.3770+0.7504i	-86.6251+0.7504i	-56.4581+0.7504i	-90.1432+0.7504i
1.1292	-62.7649+0.7504i	-84.7759+0.7504i	-76.0238+0.7504i	-90.4094+0.7504i	-63.3641+0.7504i	-86.5715+0.7504i	-56.4544+0.7504i	-90.1052+0.7504i
1.1313	-62.7765+0.7504i	-84.8334+0.7504i	-75.9845+0.7504i	-90.3814+0.7504i	-63.3493+0.7504i	-86.4451+0.7504i	-56.4842+0.7504i	-90.0691+0.7504i
1.1333	-62.7925+0.7504i	-84.8901+0.7504i	-75.9046+0.7504i	-90.3380+0.7504i	-63.3521+0.7504i	-86.3373+0.7504i	-56.4732+0.7504i	-90.0199+0.7504i
1.1354	-62.7866+0.7504i	-84.8871+0.7504i	-75.8439+0.7504i	-90.2994+0.7504i	-63.3605+0.7504i	-86.3184+0.7504i	-56.4832+0.7504i	-89.9902+0.7504i
1.1375	-62.8257+0.7504i	-84.9669+0.7504i	-75.7746+0.7504i	-90.2664+0.7504i	-63.3504+0.7504i	-86.2621+0.7504i	-56.4772+0.7504i	-89.9344+0.7504i
1.1396	-62.8115+0.7504i	-84.9697+0.7504i	-75.7058+0.7504i	-90.2345+0.7504i	-63.3357+0.7504i	-86.2002+0.7504i	-56.4669+0.7504i	-89.9086+0.7504i
1.1417	-62.8305+0.7504i	-84.9811+0.7504i	-75.6275+0.7504i	-90.1884+0.7504i	-63.3647+0.7504i	-86.3118+0.7504i	-56.4598+0.7504i	-89.8601+0.7504i
1.1438	-62.8268+0.7504i	-85.0785+0.7504i	-75.5642+0.7504i	-90.1489+0.7504i	-63.3448+0.7504i	-86.1632+0.7504i	-56.4980+0.7504i	-89.8058+0.7504i
1.1458	-62.8186+0.7504i	-85.0408+0.7504i	-75.4948+0.7504i	-90.1190+0.7504i	-63.3639+0.7504i	-86.1357+0.7504i	-56.5069+0.7504i	-89.7761+0.7504i
1.1479	-62.8160+0.7504i	-85.0527+0.7504i	-75.4153+0.7504i	-90.0789+0.7504i	-63.3588+0.7504i	-86.0993+0.7504i	-56.5268+0.7504i	-89.7261+0.7504i
1.1500	-62.8028+0.7504i	-85.0922+0.7504i	-75.3432+0.7504i	-90.0514+0.7504i	-63.3233+0.7504i	-85.8357+0.7504i	-56.5391+0.7504i	-89.6908+0.7504i
1.1521	-62.8064+0.7504i	-85.2034+0.7504i	-75.2670+0.7504i	-90.0084+0.7504i	-63.3332+0.7504i	-85.8333+0.7504i	-56.5646+0.7504i	-89.6425+0.7504i
1.1542	-62.7737+0.7504i	-85.1485+0.7504i	-75.2013+0.7504i	-89.9700+0.7504i	-63.3224+0.7504i	-85.7444+0.7504i	-56.6181+0.7504i	-89.6002+0.7504i
1.1563	-62.7592+0.7504i	-85.2680+0.7504i	-75.1083+0.7504i	-89.9239+0.7504i	-63.3262+0.7504i	-85.7410+0.7504i	-56.6271+0.7504i	-89.5583+0.7504i
1.1583	-62.7907+0.7504i	-85.4304+0.7504i	-75.0288+0.7504i	-89.9013+0.7504i	-63.3390+0.7504i	-85.8588+0.7504i	-56.6401+0.7504i	-89.5168+0.7504i
1.1604	-62.7761+0.7504i	-85.5234+0.7504i	-74.9523+0.7504i	-89.8817+0.7504i	-63.3261+0.7504i	-85.7630+0.7504i	-56.5837+0.7504i	-89.4397+0.7504i
1.1625	-62.7491+0.7504i	-85.4743+0.7504i	-74.8931+0.7504i	-89.8661+0.7504i	-63.3234+0.7504i	-85.6070+0.7504i	-56.6713+0.7504i	-89.4406+0.7504i
1.1646	-62.7365+0.7504i	-85.5820+0.7504i	-74.7897+0.7504i	-89.8293+0.7504i	-63.3089+0.7504i	-85.5863+0.7504i	-56.7098+0.7504i	-89.3900+0.7504i
1.1667	-62.6546+0.7504i	-85.3774+0.7504i	-74.7671+0.7504i	-89.8423+0.7504i	-63.2534+0.7504i	-85.2390+0.7504i	-56.8336+0.7504i	-89.3807+0.7504i
1.1687	-62.6305+0.7504i	-85.3278+0.7504i	-74.7156+0.7504i	-89.8298+0.7504i	-63.2460+0.7504i	-85.1557+0.7504i	-56.8789+0.7504i	-89.3542+0.7504i
1.1708	-62.5757+0.7504i	-85.2093+0.7504i	-74.6879+0.7504i	-89.8297+0.7504i	-63.1885+0.7504i	-84.7528+0.7504i	-57.0620+0.7504i	-89.3321+0.7504i
1.1729	-62.5635+0.7504i	-85.2515+0.7504i	-74.6072+0.7504i	-89.8033+0.7504i	-63.1618+0.7504i	-84.6492+0.7504i	-57.1053+0.7504i	-89.3045+0.7504i
1.1750	-62.4949+0.7504i	-85.2468+0.7504i	-74.5968+0.7504i	-89.8307+0.7504i	-63.1108+0.7504i	-84.2893+0.7504i	-57.1924+0.7504i	-89.2825+0.7504i
1.1771	-62.4864+0.7504i	-85.1943+0.7504i	-74.4807+0.7504i	-89.7648+0.7504i	-63.1155+0.7504i	-84.1988+0.7504i	-57.2941+0.7504i	-89.2642+0.7504i
1.1792	-62.4001+0.7504i	-84.7471+0.7504i	-74.4666+0.7504i	-89.7771+0.7504i	-63.0694+0.7504i	-84.0048+0.7504i	-57.5752+0.7504i	-89.2453+0.7504i
1.1812	-62.3835+0.7504i	-84.7405+0.7504i	-74.3613+0.7504i	-89.7336+0.7504i	-63.0613+0.7504i	-83.8841+0.7504i	-57.6118+0.7504i	-89.2181+0.7504i
1.1833	-62.3576+0.7504i	-84.6941+0.7504i	-74.3898+0.7504i	-89.7883+0.7504i	-62.9902+0.7504i	-83.5376+0.7504i	-57.9068+0.7504i	-89.2343+0.7504i
1.1854	-62.3285+0.7504i	-84.5834+0.7504i	-74.3312+0.7504i	-89.7806+0.7504i	-62.9804+0.7504i	-83.4476+0.7504i	-57.9812+0.7504i	-89.2019+0.7504i
1.1875	-62.2664+0.7504i	-84.2244+0.7504i	-74.2985+0.7504i	-89.7724+0.7504i	-62.9624+0.7504i	-83.3616+0.7504i	-58.1060+0.7504i	-89.1861+0.7504i
1.1896	-62.2705+0.7504i	-84.2329+0.7504i	-74.2412+0.7504i	-89.7604+0.7504i	-62.9509+0.7504i	-83.1979+0.7504i	-58.2544+0.7504i	-89.1687+0.7504i
1.1917	-62.1595+0.7504i	-83.8129+0.7504i	-74.1703+0.7504i	-89.7136+0.7504i	-62.9377+0.7504i	-83.0754+0.7504i	-58.2229+0.7504i	-89.1299+0.7504i
1.1938	-62.1567+0.7504i	-83.7919+0.7504i	-74.1335+0.7504i	-89.7287+0.7504i	-62.9549+0.7504i	-83.1168+0.7504i	-58.3995+0.7504i	-89.1234+0.7504i
1.1958	-62.1089+0.7504i	-83.5869+0.7504i	-74.0849+0.7504i	-89.7140+0.7504i	-62.9534+0.7504i	-83.0048+0.7504i	-58.4466+0.7504i	-89.0941+0.7504i
1.1979	-62.1028+0.7504i	-83.4568+0.7504i	-74.0375+0.7504i	-89.7172+0.7504i	-62.9178+0.7504i	-82.9286+0.7504i	-58.5650+0.7504i	-89.0844+0.7504i
1.2000	-62.0509+0.7504i	-83.3098+0.7504i	-74.0087+0.7504i	-89.7266+0.7504i	-62.9334+0.7504i	-82.8951+0.7504i	-58.6729+0.7504i	-89.0780+0.7504i
1.2021	-62.0532+0.7504i	-83.2265+0.7504i	-73.9399+0.7504i	-89.7004+0.7504i	-62.9471+0.7504i	-82.8643+0.7504i	-58.7631+0.7504i	-89.0648+0.7504i
1.2042	-62.0254+0.7504i	-83.0539+0.7504i	-73.9081+0.7504i	-89.7014+0.7504i	-62.9303+0.7504i	-82.8121+0.7504i	-58.8866+0.7504i	-89.0609+0.7504i
1.2063	-62.0190+0.7504i	-83.0109+0.7504i	-73.8536+0.7504i	-89.6963+0.7504i	-62.9429+0.7504i	-82.7479+0.7504i	-58.9927+0.7504i	-89.0464+0.7504i
1.2083	-62.0084+0.7504i	-82.9009+0.7504i	-73.8236+0.7504i	-89.7003+0.7504i	-62.9500+0.7504i	-82.7338+0.7504i	-59.1277+0.7504i	-89.0476+0.7504i
1.2104	-61.9843+0.7504i	-82.8169+0.7504i	-73.7745+0.7504i	-89.7028+0.7504i	-62.9831+0.7504i	-82.7819+0.7504i	-59.2223+0.7504i	-89.0422+0.7504i
1.2125	-61.9793+0.7504i	-82.7233+0.7504i	-73.7466+0.7504i	-89.7150+0.7504i	-63.0014+0.7504i	-82.8218+0.7504i	-59.3074+0.7504i	-89.0321+0.7504i
1.2146	-61.9501+0.7504i	-82.6939+0.7504i	-73.6675+0.7504i	-89.6900+0.7504i	-63.0097+0.7504i	-82.8284+0.7504i	-59.4073+0.7504i	-89.0286+0.7504i
1.2167	-61.9507+0.7504i	-82.6711+0.7504i	-73.5869+0.7504i	-89.6093+0.7504i	-63.0081+0.7504i	-82.8168+0.7504i	-59.5178+0.7504i	-89.0270+0.7504i
1.2188	-61.9688+0.7504i	-82.6464+0.7504i	-73.4912+0.7504i	-89.5282+0.7504i	-63.0360+0.7504i	-82.8793+0.7504i	-59.6262+0.7504i	-89.0315+0.7504i
1.2208	-61.9769+0.7504i	-82.5555+0.7504i	-73.4177+0.7504i	-89.4609+0.7504i	-63.0369+0.7504i	-82.9157+0.7504i	-59.7307+0.7504i	-89.0272+0.7504i
1.2229	-61.9753+0.7504i	-82.5272+0.7504i	-73.3231+0.7504i	-89.3817+0.7504i	-63.0120+0.7504i	-82.8698+0.7504i	-59.7999+0.7504i	-89.0098+0.7504i
1.2250	-61.9543+0.7504i	-82.5325+0.7504i	-73.2511+0.7504i	-89.3111+0.7504i	-63.0256+0.7504i	-82.8091+0.7504i	-59.8818+0.7504i	-89.0006+0.7504i
1.2271	-61.9748+0.7504i	-82.5578+0.7504i	-73.1360+0.7504i	-89.2370+0.7504i	-63.0305+0.7504i	-82.8773+0.7504i	-59.9504+0.7504i	-88.9838+0.7504i
1.2292	-61.9681+0.7504i	-82.5412+0.7504i	-73.1097+0.7504i	-89.1752+0.7504i	-63.0058+0.7504i	-82.7590+0.7504i	-59.9901+0.7504i	-88.9483+0.7504i
1.2312	-61.9817+0.7504i	-82.5901+0.7504i	-72.9885+0.7504i	-89.0884+0.7504i	-63.0198+0.7504i	-82.8393+0.7504i	-60.0188+0.7504i	-88.9493+0.7504i
1.2333	-61.9947+0.7504i	-82.6128+0.7504i	-72.9295+0.7504i	-89.0233+0.7504i	-63.0509+0.7504i	-82.8407+0.7504i	-60.0715+0.7504i	-88.9239+0.7504i
1.2354	-61.9888+0.7504i	-82.6477+0.7504i	-72.8406+0.7504i	-88.9580+0.7504i	-63.0528+0.7504i	-82.8504+0.7504i	-60.0766+0.7504i	-88.9062+0.7504i
1.2375	-61.9982+0.7504i	-82.6759+0.7504i	-72.7962+0.7504i	-88.8934+0.7504i	-63.0894+0.7504i	-82.8552+0.7504i	-60.1299+0.7504i	-88.8820+0.7504i
1.2396	-61.9966+0.7504i	-82.7147+0.7504i	-72.6996+0.7504i	-88.8206+0.7504i	-63.1110+0.7504i	-82.9818+0.7504i	-60.1171+0.7504i	-88.8558+0.7504i
1.2417	-62.0062+0.7504i	-82.7161+0.7504i	-72.6609+0.7504i	-88.7588+0.7504i	-63.1055+0.7504i	-82.9642+0.7504i	-60.1606+0.7504i	-88.8257+0.7504i
1.2437	-62.0213+0.7504i	-82.8292+0.7504i	-72.5703+0.7504i	-88.6884+0.7504i	-63.1422+0.7504i	-83.0487+0.7504i	-60.1374+0.7504i	-88.7912+0.7504i
1.2458	-62.0341+0.7504i	-82.8545+0.7504i	-72.5285+0.7504i	-88.6232+0.7504i	-63.1428+0.7504i	-83.0350+0.7504i	-60.1599+0.7504i	-88.7697+0.7504i
1.2479	-62.0069+0.7504i	-82.7198+0.7504i	-72.4490+0.7504i	-88.5581+0.7504i	-63.1469+0.7504i	-83.0692+0.7504i	-60.1270+0.7504i	-88.7360+0.7504i
1.2500	-62.0220+0.7504i	-82.8017+0.7504i	-72.3964+0.7504i	-88.4976+0.7504i	-63.1593+0.7504i	-83.0960+0.7504i	-60.1287+0.7504i	-88.7093+0.7504i
1.2521	-62.0491+0.7504i	-82.9112+0.7504i	-72.3282+0.7504i	-88.4300+0.7504i	-63.1789+0.7504i	-83.1724+0.7504i	-60.1011+0.7504i	-88.6794+0.7504i
1.2542	-62.0286+0.7504i	-82.8446+0.7504i	-72.2746+0.7504i	-88.3673+0.7504i	-63.1938+0.7504i	-83.1959+0.7504i	-60.0950+0.7504i	-88.6527+0.7504i
1.2563	-62.0703+0.7504i	-82.9880+0.7504i	-72.2122+0.7504i	-88.3027+0.7504i	-63.1850+0.7504i	-83.2025+0.7504i	-60.0808+0.7504i	-88.6168+0.7504i
1.2583	-62.0604+0.7504i	-83.0226+0.7504i	-72.1618+0.7504i	-88.2429+0.7504i	-63.2034+0.7504i	-83.2274+0.7504i	-60.0637+0.7504i	-88.5910+0.7504i
1.2604	-62.0744+0.7504i	-83.0519+0.7504i	-72.1002+0.7504i	-88.1875+0.7504i	-63.2100+0.7504i	-83.3230+0.7504i	-60.0027+0.7504i	-88.5748+0.7504i
1.2625	-62.0621+0.7504i	-83.0595+0.7504i	-72.0511+0.7504i	-88.1191+0.7504i	-63.2367+0.7504i	-83.3832+0.7504i	-59.9649+0.7504i	-88.5434+0.7504i
1.2646	-62.0826+0.7504i	-83.1166+0.7504i	-71.9938+0.7504i	-88.0611+0.7504i	-63.2686+0.7504i	-83.5643+0.7504i	-59.8983+0.7504i	-88.5232+0.7504i
1.2667	-62.0744+0.7504i	-83.1151+0.7504i	-71.9536+0.7504i	-88.0127+0.7504i	-63.2727+0.7504i	-83.5689+0.7504i	-59.8832+0.7504i	-88.5065+0.7504i
1.2688	-62.1253+0.7504i	-83.2661+0.7504i	-71.9001+0.7504i	-87.9541+0.7504i	-63.2832+0.7504i	-83.5886+0.7504i	-59.8199+0.7504i	-88.4857+0.7504i
1.2708	-62.1037+0.7504i	-83.2751+0.7504i	-71.8587+0.7504i	-87.9032+0.7504i	-63.3159+0.7504i	-83.6679+0.7504i	-59.7745+0.7504i	-88.4707+0.7504i
1.2729	-62.1055+0.7504i	-83.2854+0.7504i	-71.8094+0.7504i	-87.8452+0.7504i	-63.3171+0.7504i	-83.7108+0.7504i	-59.6979+0.7504i	-88.4430+0.7504i
1.2750	-62.1209+0.7504i	-83.3091+0.7504i	-71.7767+0.7504i	-87.8018+0.7504i	-63.3097+0.7504i	-83.7758+0.7504i	-59.6443+0.7504i	-88.4285+0.7504i
1.2771	-62.1100+0.7504i	-83.3097+0.7504i	-71.7277+0.7504i	-87.7453+0.7504i	-63.3177+0.7504i	-83.7913+0.7504i	-59.5630+0.7504i	-88.4177+0.7504i
1.2792	-62.1184+0.7504i	-83.2972+0.7504i	-71.6948+0.7504i	-87.7011+0.7504i	-63.3167+0.7504i	-83.8064+0.7504i	-59.4962+0.7504i	-88.4237+0.7504i
1.2813	-62.1323+0.7504i	-83.3270+0.7504i	-71.6501+0.7504i	-87.6465+0.7504i	-63.3323+0.7504i	-83.9096+0.7504i	-59.4213+0.7504i	-88.4068+0.7504i
1.2833	-62.1456+0.7504i	-83.2609+0.7504i	-71.6209+0.7504i	-87.6031+0.7504i	-63.3164+0.7504i	-83.9397+0.7504i	-59.3734+0.7504i	-88.4084+0.7504i
1.2854	-62.1335+0.7504i	-83.2243+0.7504i	-71.5801+0.7504i	-87.5495+0.7504i	-63.3901+0.7504i	-84.3058+0.7504i	-59.2962+0.7504i	-88.3921+0.7504i
1.2875	-62.1283+0.7504i	-83.2370+0.7504i	-71.5594+0.7504i	-87.5133+0.7504i	-63.3773+0.7504i	-84.2611+0.7504i	-59.2561+0.7504i	-88.3936+0.7504i
1.2896	-62.1799+0.7504i	-83.3584+0.7504i	-71.5233+0.7504i	-87.4607+0.7504i	-63.3029+0.7504i	-84.0288+0.7504i	-59.1588+0.7504i	-88.3743+0.7504i
1.2917	-62.1416+0.7504i	-83.3791+0.7504i	-71.4910+0.7504i	-87.4181+0.7504i	-63.3461+0.7504i	-84.1096+0.7504i	-59.0975+0.7504i	-88.3650+0.7504i
1.2937	-62.1796+0.7504i	-83.4334+0.7504i	-71.4572+0.7504i	-87.3707+0.7504i	-63.3727+0.7504i	-84.3338+0.7504i	-59.0201+0.7504i	-88.3587+0.7504i
1.2958	-62.2075+0.7504i	-83.4553+0.7504i	-71.4470+0.7504i	-87.3373+0.7504i	-63.3482+0.7504i	-84.3404+0.7504i	-58.9702+0.7504i	-88.3602+0.7504i
1.2979	-62.2126+0.7504i	-83.5299+0.7504i	-71.4402+0.7504i	-87.3053+0.7504i	-63.3409+0.7504i	-84.3276+0.7504i	-58.9134+0.7504i	-88.3566+0.7504i
1.3000	-62.2132+0.7504i	-83.4717+0.7504i	-71.4459+0.7504i	-87.2763+0.7504i	-63.3242+0.7504i	-84.2680+0.7504i	-58.8777+0.7504i	-88.3557+0.7504i
1.3021	-62.2210+0.7504i	-83.5339+0.7504i	-71.4405+0.7504i	-87.2456+0.7504i	-63.3278+0.7504i	-84.2997+0.7504i	-58.8190+0.7504i	-88.3608+0.7504i
1.3042	-62.2165+0.7504i	-83.5059+0.7504i	-71.4461+0.7504i	-87.2174+0.7504i	-63.3161+0.7504i	-84.2186+0.7504i	-58.7721+0.7504i	-88.3607+0.7504i
1.3062	-62.2282+0.7504i	-83.5560+0.7504i	-71.4471+0.7504i	-87.1920+0.7504i	-63.3089+0.7504i	-84.1568+0.7504i	-58.7340+0.7504i	-88.3645+0.7504i
1.3083	-62.2127+0.7504i	-83.4459+0.7504i	-71.4717+0.7504i	-87.1900+0.7504i	-63.3057+0.7504i	-84.1140+0.7504i	-58.7524+0.7504i	-88.3963+0.7504i
1.3104	-62.1848+0.7504i	-83.3246+0.7504i	-71.4741+0.7504i	-87.1651+0.7504i	-63.3245+0.7504i	-84.2051+0.7504i	-58.7052+0.7504i	-88.4001+0.7504i
1.3125	-62.2051+0.7504i	-83.3605+0.7504i	-71.4970+0.7504i	-87.1590+0.7504i	-63.3024+0.7504i	-84.1478+0.7504i	-58.7291+0.7504i	-88.4261+0.7504i
1.3146	-62.2142+0.7504i	-83.4107+0.7504i	-71.5065+0.7504i	-87.1367+0.7504i	-63.3093+0.7504i	-84.1733+0.7504i	-58.7099+0.7504i	-88.4343+0.7504i
1.3167	-62.1973+0.7504i	-83.4607+0.7504i	-71.5357+0.7504i	-87.1443+0.7504i	-63.3066+0.7504i	-84.1135+0.7504i	-58.7214+0.7504i	-88.4671+0.7504i
1.3188	-62.2693+0.7504i	-83.8026+0.7504i	-71.5497+0.7504i	-87.1208+0.7504i	-63.3057+0.7504i	-84.1526+0.7504i	-58.7062+0.7504i	-88.4638+0.7504i
1.3208	-62.2424+0.7504i	-83.7495+0.7504i	-71.5866+0.7504i	-87.1354+0.7504i	-63.3104+0.7504i	-84.1591+0.7504i	-58.7551+0.7504i	-88.5164+0.7504i
1.3229	-62.2290+0.7504i	-83.7220+0.7504i	-71.6017+0.7504i	-87.1296+0.7504i	-63.3117+0.7504i	-84.2555+0.7504i	-58.7571+0.7504i	-88.5458+0.7504i
1.3250	-62.2186+0.7504i	-83.7536+0.7504i	-71.6291+0.7504i	-87.1234+0.7504i	-63.3259+0.7504i	-84.2328+0.7504i	-58.7463+0.7504i	-88.5695+0.7504i
1.3271	-62.2116+0.7504i	-83.7687+0.7504i	-71.6471+0.7504i	-87.1225+0.7504i	-63.3492+0.7504i	-84.3138+0.7504i	-58.7557+0.7504i	-88.6098+0.7504i
1.3292	-62.2277+0.7504i	-83.7991+0.7504i	-71.7011+0.7504i	-87.1419+0.7504i	-63.3292+0.7504i	-84.2761+0.7504i	-58.8198+0.7504i	-88.6554+0.7504i
1.3313	-62.2589+0.7504i	-83.9817+0.7504i	-71.7300+0.7504i	-87.1423+0.7504i	-63.3190+0.7504i	-84.1871+0.7504i	-58.8287+0.7504i	-88.6677+0.7504i
1.3333	-62.2389+0.7504i	-83.9009+0.7504i	-71.7681+0.7504i	-87.1566+0.7504i	-63.3275+0.7504i	-84.2195+0.7504i	-58.8244+0.7504i	-88.6709+0.7504i
1.3354	-62.2559+0.7504i	-84.0371+0.7504i	-71.7692+0.7504i	-87.1647+0.7504i	-63.3594+0.7504i	-84.3640+0.7504i	-58.8164+0.7504i	-88.6867+0.7504i
1.3375	-62.2510+0.7504i	-84.0531+0.7504i	-71.8089+0.7504i	-87.1762+0.7504i	-63.3571+0.7504i	-84.3657+0.7504i	-58.8156+0.7504i	-88.7047+0.7504i
1.3396	-62.2543+0.7504i	-84.1616+0.7504i	-71.8314+0.7504i	-87.1888+0.7504i	-63.3495+0.7504i	-84.3657+0.7504i	-58.8037+0.7504i	-88.7225+0.7504i
1.3417	-62.2420+0.7504i	-84.1778+0.7504i	-71.8849+0.7504i	-87.2290+0.7504i	-63.3560+0.7504i	-84.3752+0.7504i	-58.8522+0.7504i	-88.7483+0.7504i
1.3438	-62.2794+0.7504i	-84.3180+0.7504i	-71.9027+0.7504i	-87.2386+0.7504i	-63.3826+0.7504i	-84.5725+0.7504i	-58.8456+0.7504i	-88.7643+0.7504i
1.3458	-62.2644+0.7504i	-84.2710+0.7504i	-71.9454+0.7504i	-87.2769+0.7504i	-63.3887+0.7504i	-84.6149+0.7504i	-58.8414+0.7504i	-88.7898+0.7504i
1.3479	-62.2923+0.7504i	-84.4511+0.7504i	-71.9699+0.7504i	-87.2933+0.7504i	-63.3894+0.7504i	-84.6612+0.7504i	-58.8482+0.7504i	-88.8092+0.7504i
1.3500	-62.2840+0.7504i	-84.4829+0.7504i	-72.0301+0.7504i	-87.3370+0.7504i	-63.3914+0.7504i	-84.6867+0.7504i	-58.8598+0.7504i	-88.8280+0.7504i
1.3521	-62.3162+0.7504i	-84.5603+0.7504i	-72.0587+0.7504i	-87.3589+0.7504i	-63.4227+0.7504i	-84.8701+0.7504i	-58.8386+0.7504i	-88.8483+0.7504i
1.3542	-62.3082+0.7504i	-84.5863+0.7504i	-72.1278+0.7504i	-87.4055+0.7504i	-63.4007+0.7504i	-84.8295+0.7504i	-58.8762+0.7504i	-88.8877+0.7504i
1.3562	-62.3367+0.7504i	-84.6797+0.7504i	-72.1551+0.7504i	-87.4317+0.7504i	-63.4327+0.7504i	-85.0007+0.7504i	-58.8567+0.7504i	-88.9151+0.7504i
1.3583	-62.3418+0.7504i	-84.7437+0.7504i	-72.2155+0.7504i	-87.4756+0.7504i	-63.4557+0.7504i	-85.1317+0.7504i	-58.8400+0.7504i	-88.9382+0.7504i
1.3604	-62.3615+0.7504i	-84.8619+0.7504i	-72.2573+0.7504i	-87.5115+0.7504i	-63.4552+0.7504i	-85.1857+0.7504i	-58.7018+0.7504i	-88.8881+0.7504i
1.3625	-62.3540+0.7504i	-84.8525+0.7504i	-72.3286+0.7504i	-87.5579+0.7504i	-63.4742+0.7504i	-85.3298+0.7504i	-58.6889+0.7504i	-88.9012+0.7504i
1.3646	-62.3862+0.7504i	-84.9710+0.7504i	-72.3702+0.7504i	-87.5976+0.7504i	-63.4913+0.7504i	-85.4713+0.7504i	-58.6051+0.7504i	-88.8993+0.7504i
1.3667	-62.3747+0.7504i	-84.9541+0.7504i	-72.4531+0.7504i	-87.6565+0.7504i	-63.4784+0.7504i	-85.5119+0.7504i	-58.5865+0.7504i	-88.9201+0.7504i
1.3687	-62.4139+0.7504i	-85.1088+0.7504i	-72.5023+0.7504i	-87.6966+0.7504i	-63.5203+0.7504i	-85.6801+0.7504i	-58.4504+0.7504i	-88.8843+0.7504i
1.3708	-62.4089+0.7504i	-85.1474+0.7504i	-72.5942+0.7504i	-87.7633+0.7504i	-63.5217+0.7504i	-85.7371+0.7504i	-58.4427+0.7504i	-88.9081+0.7504i
1.3729	-62.4429+0.7504i	-85.2805+0.7504i	-72.6304+0.7504i	-87.8105+0.7504i	-63.5370+0.7504i	-85.9151+0.7504i	-58.3000+0.7504i	-88.8892+0.7504i
1.3750	-62.4505+0.7504i	-85.2928+0.7504i	-72.7003+0.7504i	-87.8722+0.7504i	-63.5414+0.7504i	-85.9830+0.7504i	-58.2721+0.7504i	-88.9043+0.7504i
1.3771	-62.4911+0.7504i	-85.2551+0.7504i	-72.7413+0.7504i	-87.9206+0.7504i	-63.5760+0.7504i	-86.1874+0.7504i	-58.1767+0.7504i	-88.8835+0.7504i
1.3792	-62.5012+0.7504i	-85.3448+0.7504i	-72.8062+0.7504i	-87.9841+0.7504i	-63.5890+0.7504i	-86.2675+0.7504i	-58.1240+0.7504i	-88.9011+0.7504i
1.3813	-62.6033+0.7504i	-85.7008+0.7504i	-72.8193+0.7504i	-87.9750+0.7504i	-63.5927+0.7504i	-86.3785+0.7504i	-58.0242+0.7504i	-88.8788+0.7504i
1.3833	-62.6093+0.7504i	-85.7539+0.7504i	-72.8867+0.7504i	-88.0331+0.7504i	-63.5976+0.7504i	-86.4310+0.7504i	-57.9853+0.7504i	-88.8996+0.7504i
1.3854	-62.6831+0.7504i	-85.9182+0.7504i	-72.9228+0.7504i	-88.0674+0.7504i	-63.6215+0.7504i	-86.6827+0.7504i	-57.8349+0.7504i	-88.8855+0.7504i
1.3875	-62.7064+0.7504i	-86.0815+0.7504i	-72.9702+0.7504i	-88.1313+0.7504i	-63.6501+0.7504i	-86.7957+0.7504i	-57.8092+0.7504i	-88.9152+0.7504i
1.3896	-62.7670+0.7504i	-86.1665+0.7504i	-73.0292+0.7504i	-88.1796+0.7504i	-63.6677+0.7504i	-86.9827+0.7504i	-57.6957+0.7504i	-88.9196+0.7504i
1.3917	-62.7649+0.7504i	-86.1955+0.7504i	-73.1074+0.7504i	-88.2572+0.7504i	-63.6492+0.7504i	-86.9281+0.7504i	-57.7097+0.7504i	-88.9612+0.7504i
1.3938	-62.8739+0.7504i	-86.6548+0.7504i	-73.1372+0.7504i	-88.2709+0.7504i	-63.6839+0.7504i	-87.0820+0.7504i	-57.6522+0.7504i	-88.9685+0.7504i
1.3958	-62.8769+0.7504i	-86.5048+0.7504i	-73.2386+0.7504i	-88.3481+0.7504i	-63.6821+0.7504i	-87.2035+0.7504i	-57.6544+0.7504i	-89.0101+0.7504i
1.3979	-62.9103+0.7504i	-86.4545+0.7504i	-73.2632+0.7504i	-88.3595+0.7504i	-63.7433+0.7504i	-87.6336+0.7504i	-57.5313+0.7504i	-89.0583+0.7504i
1.4000	-62.9142+0.7504i	-86.3883+0.7504i	-73.3577+0.7504i	-88.4251+0.7504i	-63.7268+0.7504i	-87.7086+0.7504i	-57.4257+0.7504i	-89.0494+0.7504i
1.4021	-62.9672+0.7504i	-86.5994+0.7504i	-73.3885+0.7504i	-88.4442+0.7504i	-63.7586+0.7504i	-88.0141+0.7504i	-57.2926+0.7504i	-89.0780+0.7504i
1.4042	-62.9748+0.7504i	-86.5975+0.7504i	-73.4815+0.7504i	-88.5187+0.7504i	-63.7717+0.7504i	-88.1149+0.7504i	-57.2980+0.7504i	-89.1359+0.7504i
1.4063	-63.0599+0.7504i	-86.7590+0.7504i	-73.5166+0.7504i	-88.5371+0.7504i	-63.7966+0.7504i	-88.3929+0.7504i	-57.1627+0.7504i	-89.1520+0.7504i
1.4083	-63.0968+0.7504i	-86.8810+0.7504i	-73.6110+0.7504i	-88.6077+0.7504i	-63.8066+0.7504i	-88.5556+0.7504i	-57.0775+0.7504i	-89.1721+0.7504i
1.4104	-63.1629+0.7504i	-86.9239+0.7504i	-73.6510+0.7504i	-88.6315+0.7504i	-63.8498+0.7504i	-88.9375+0.7504i	-56.9361+0.7504i	-89.1585+0.7504i
