Time (seconds)	TX1 (dB)	TX2 (dB)	TX3 (dB)	TX4 (dB)	TX5 (dB)	TX6 (dB)	TX7 (dB)	TX8 (dB)	
0.2854	-64.1052+0.7504i	-83.2194+0.7504i	-76.6632+0.7504i	-94.3981+0.7504i	-64.0925+0.7504i	-83.6709+0.7504i	-77.8529+0.7504i	-93.0038+0.7504i
0.2875	-64.1106+0.7504i	-83.2478+0.7504i	-76.6537+0.7504i	-94.3752+0.7504i	-64.0749+0.7504i	-83.6930+0.7504i	-77.7889+0.7504i	-92.9880+0.7504i
0.2896	-64.1100+0.7504i	-83.2581+0.7504i	-76.6500+0.7504i	-94.3771+0.7504i	-64.0839+0.7504i	-83.7193+0.7504i	-77.9543+0.7504i	-92.9934+0.7504i
0.2917	-64.1125+0.7504i	-83.2552+0.7504i	-76.6454+0.7504i	-94.3817+0.7504i	-64.0843+0.7504i	-83.7293+0.7504i	-78.0814+0.7504i	-93.0000+0.7504i
0.2938	-64.1171+0.7504i	-83.2774+0.7504i	-76.6414+0.7504i	-94.3743+0.7504i	-64.0757+0.7504i	-83.7262+0.7504i	-78.1627+0.7504i	-92.9941+0.7504i
0.2958	-64.1246+0.7504i	-83.2981+0.7504i	-76.6425+0.7504i	-94.3880+0.7504i	-64.0726+0.7504i	-83.7198+0.7504i	-78.4069+0.7504i	-93.0021+0.7504i
0.2979	-64.1289+0.7504i	-83.3141+0.7504i	-76.6349+0.7504i	-94.3847+0.7504i	-64.0688+0.7504i	-83.7376+0.7504i	-78.5465+0.7504i	-93.0006+0.7504i
0.3000	-64.1269+0.7504i	-83.3229+0.7504i	-76.6282+0.7504i	-94.3766+0.7504i	-64.0736+0.7504i	-83.8120+0.7504i	-78.5506+0.7504i	-92.9979+0.7504i
0.3021	-64.1261+0.7504i	-83.3416+0.7504i	-76.6234+0.7504i	-94.3730+0.7504i	-64.0641+0.7504i	-83.7699+0.7504i	-78.7481+0.7504i	-92.9928+0.7504i
0.3042	-64.1344+0.7504i	-83.3645+0.7504i	-76.6224+0.7504i	-94.3807+0.7504i	-64.0653+0.7504i	-83.7291+0.7504i	-78.9131+0.7504i	-92.9975+0.7504i
0.3063	-64.1408+0.7504i	-83.3884+0.7504i	-76.6169+0.7504i	-94.3802+0.7504i	-64.0669+0.7504i	-83.7932+0.7504i	-79.0238+0.7504i	-92.9972+0.7504i
0.3083	-64.1459+0.7504i	-83.4090+0.7504i	-76.6082+0.7504i	-94.3588+0.7504i	-64.0671+0.7504i	-83.7721+0.7504i	-79.0440+0.7504i	-92.9825+0.7504i
0.3104	-64.1497+0.7504i	-83.4153+0.7504i	-76.6035+0.7504i	-94.3646+0.7504i	-64.0649+0.7504i	-83.7885+0.7504i	-79.2327+0.7504i	-92.9935+0.7504i
0.3125	-64.1511+0.7504i	-83.4239+0.7504i	-76.5988+0.7504i	-94.3687+0.7504i	-64.0809+0.7504i	-83.8623+0.7504i	-79.3531+0.7504i	-92.9902+0.7504i
0.3146	-64.1568+0.7504i	-83.4364+0.7504i	-76.5922+0.7504i	-94.3662+0.7504i	-64.0790+0.7504i	-83.8625+0.7504i	-79.4698+0.7504i	-92.9912+0.7504i
0.3167	-64.1654+0.7504i	-83.4687+0.7504i	-76.5931+0.7504i	-94.3778+0.7504i	-64.0676+0.7504i	-83.8113+0.7504i	-79.7212+0.7504i	-92.9986+0.7504i
0.3187	-64.1639+0.7504i	-83.4772+0.7504i	-76.5872+0.7504i	-94.3810+0.7504i	-64.0667+0.7504i	-83.8026+0.7504i	-79.8376+0.7504i	-93.0016+0.7504i
0.3208	-64.1641+0.7504i	-83.4879+0.7504i	-76.5789+0.7504i	-94.3743+0.7504i	-64.0682+0.7504i	-83.8255+0.7504i	-79.7391+0.7504i	-93.0023+0.7504i
0.3229	-64.1662+0.7504i	-83.5067+0.7504i	-76.5754+0.7504i	-94.3854+0.7504i	-64.0775+0.7504i	-83.8439+0.7504i	-79.9379+0.7504i	-93.0027+0.7504i
0.3250	-64.1716+0.7504i	-83.5369+0.7504i	-76.5700+0.7504i	-94.3757+0.7504i	-64.0777+0.7504i	-83.8968+0.7504i	-79.9702+0.7504i	-92.9941+0.7504i
0.3271	-64.1943+0.7504i	-83.6132+0.7504i	-76.5880+0.7504i	-94.4488+0.7504i	-64.0564+0.7504i	-83.8079+0.7504i	-80.8890+0.7504i	-93.0307+0.7504i
0.3292	-64.2112+0.7504i	-83.6685+0.7504i	-76.5960+0.7504i	-94.4612+0.7504i	-64.0613+0.7504i	-83.7866+0.7504i	-81.0378+0.7504i	-93.0258+0.7504i
0.3312	-64.2140+0.7504i	-83.6939+0.7504i	-76.5872+0.7504i	-94.4653+0.7504i	-64.0691+0.7504i	-83.8390+0.7504i	-81.3692+0.7504i	-93.0320+0.7504i
0.3333	-64.2096+0.7504i	-83.6966+0.7504i	-76.5750+0.7504i	-94.4658+0.7504i	-64.0705+0.7504i	-83.8687+0.7504i	-81.6350+0.7504i	-93.0395+0.7504i
0.3354	-64.2101+0.7504i	-83.7155+0.7504i	-76.5683+0.7504i	-94.4702+0.7504i	-64.0748+0.7504i	-83.8789+0.7504i	-81.8839+0.7504i	-93.0255+0.7504i
0.3375	-64.2194+0.7504i	-83.7441+0.7504i	-76.5791+0.7504i	-94.5050+0.7504i	-64.0637+0.7504i	-83.8278+0.7504i	-82.4210+0.7504i	-93.0456+0.7504i
0.3396	-64.2222+0.7504i	-83.7650+0.7504i	-76.5636+0.7504i	-94.4669+0.7504i	-64.0726+0.7504i	-83.9038+0.7504i	-82.3011+0.7504i	-93.0263+0.7504i
0.3417	-64.2178+0.7504i	-83.7426+0.7504i	-76.5507+0.7504i	-94.4801+0.7504i	-64.0850+0.7504i	-83.9452+0.7504i	-82.8045+0.7504i	-93.0441+0.7504i
0.3438	-64.2150+0.7504i	-83.7723+0.7504i	-76.5448+0.7504i	-94.4770+0.7504i	-64.0904+0.7504i	-83.9604+0.7504i	-82.7756+0.7504i	-93.0624+0.7504i
0.3458	-64.2209+0.7504i	-83.7931+0.7504i	-76.5408+0.7504i	-94.4855+0.7504i	-64.0871+0.7504i	-83.9625+0.7504i	-83.0910+0.7504i	-93.0555+0.7504i
0.3479	-64.2225+0.7504i	-83.7919+0.7504i	-76.5329+0.7504i	-94.4861+0.7504i	-64.0951+0.7504i	-84.0047+0.7504i	-83.4546+0.7504i	-93.0613+0.7504i
0.3500	-64.2394+0.7504i	-83.8513+0.7504i	-76.5392+0.7504i	-94.4920+0.7504i	-64.0903+0.7504i	-83.9625+0.7504i	-83.6114+0.7504i	-93.0513+0.7504i
0.3521	-64.2372+0.7504i	-83.8506+0.7504i	-76.5307+0.7504i	-94.4941+0.7504i	-64.0844+0.7504i	-83.9534+0.7504i	-83.8873+0.7504i	-93.0552+0.7504i
0.3542	-64.2390+0.7504i	-83.8616+0.7504i	-76.5216+0.7504i	-94.4898+0.7504i	-64.0928+0.7504i	-83.9924+0.7504i	-84.0811+0.7504i	-93.0600+0.7504i
0.3563	-64.2441+0.7504i	-83.8794+0.7504i	-76.5185+0.7504i	-94.5003+0.7504i	-64.0989+0.7504i	-84.0151+0.7504i	-84.4005+0.7504i	-93.0634+0.7504i
0.3583	-64.2397+0.7504i	-83.8944+0.7504i	-76.5091+0.7504i	-94.4974+0.7504i	-64.1037+0.7504i	-84.0393+0.7504i	-84.5831+0.7504i	-93.0686+0.7504i
0.3604	-64.2500+0.7504i	-83.9131+0.7504i	-76.5097+0.7504i	-94.5124+0.7504i	-64.0949+0.7504i	-84.0151+0.7504i	-84.8752+0.7504i	-93.0746+0.7504i
0.3625	-64.2561+0.7504i	-83.9313+0.7504i	-76.5072+0.7504i	-94.5281+0.7504i	-64.0952+0.7504i	-84.0259+0.7504i	-85.4190+0.7504i	-93.0874+0.7504i
0.3646	-64.2562+0.7504i	-83.9425+0.7504i	-76.4983+0.7504i	-94.5306+0.7504i	-64.1118+0.7504i	-84.0982+0.7504i	-85.7607+0.7504i	-93.0942+0.7504i
0.3667	-64.2818+0.7504i	-84.1433+0.7504i	-76.5095+0.7504i	-94.4472+0.7504i	-64.0582+0.7504i	-83.9040+0.7504i	-84.1382+0.7504i	-92.9714+0.7504i
0.3688	-64.2845+0.7504i	-84.1599+0.7504i	-76.5064+0.7504i	-94.4649+0.7504i	-64.0542+0.7504i	-83.8900+0.7504i	-84.5557+0.7504i	-92.9829+0.7504i
0.3708	-64.2648+0.7504i	-83.9712+0.7504i	-76.4835+0.7504i	-94.5597+0.7504i	-64.1156+0.7504i	-84.1201+0.7504i	-87.0520+0.7504i	-93.1169+0.7504i
0.3729	-64.2608+0.7504i	-83.9320+0.7504i	-76.4723+0.7504i	-94.5719+0.7504i	-64.1356+0.7504i	-84.2164+0.7504i	-87.7250+0.7504i	-93.1490+0.7504i
0.3750	-64.2592+0.7504i	-83.8869+0.7504i	-76.4626+0.7504i	-94.6113+0.7504i	-64.1566+0.7504i	-84.2921+0.7504i	-89.1919+0.7504i	-93.2008+0.7504i
0.3771	-64.2530+0.7504i	-83.8384+0.7504i	-76.4509+0.7504i	-94.6427+0.7504i	-64.1789+0.7504i	-84.3883+0.7504i	-90.1591+0.7504i	-93.2495+0.7504i
0.3792	-64.2549+0.7504i	-83.8915+0.7504i	-76.4487+0.7504i	-94.6189+0.7504i	-64.1513+0.7504i	-84.3528+0.7504i	-89.5970+0.7504i	-93.2074+0.7504i
0.3812	-64.2534+0.7504i	-83.8458+0.7504i	-76.4384+0.7504i	-94.6493+0.7504i	-64.1761+0.7504i	-84.4279+0.7504i	-91.6161+0.7504i	-93.2479+0.7504i
0.3833	-64.2688+0.7504i	-83.9157+0.7504i	-76.4404+0.7504i	-94.6418+0.7504i	-64.1582+0.7504i	-84.3927+0.7504i	-91.3731+0.7504i	-93.2281+0.7504i
0.3854	-64.2619+0.7504i	-83.8872+0.7504i	-76.4332+0.7504i	-94.6718+0.7504i	-64.1624+0.7504i	-84.4039+0.7504i	-93.1412+0.7504i	-93.2601+0.7504i
0.3875	-64.2721+0.7504i	-83.9462+0.7504i	-76.4291+0.7504i	-94.6510+0.7504i	-64.1536+0.7504i	-84.3951+0.7504i	-92.5418+0.7504i	-93.2340+0.7504i
0.3896	-64.2739+0.7504i	-83.9288+0.7504i	-76.4252+0.7504i	-94.6740+0.7504i	-64.1660+0.7504i	-84.4580+0.7504i	-94.0574+0.7504i	-93.2595+0.7504i
0.3917	-64.2717+0.7504i	-83.9289+0.7504i	-76.4147+0.7504i	-94.6661+0.7504i	-64.1665+0.7504i	-84.4791+0.7504i	-94.3781+0.7504i	-93.2566+0.7504i
0.3937	-64.2641+0.7504i	-83.9042+0.7504i	-76.3974+0.7504i	-94.6457+0.7504i	-64.1690+0.7504i	-84.5283+0.7504i	-93.1413+0.7504i	-93.2587+0.7504i
0.3958	-64.2743+0.7504i	-83.9272+0.7504i	-76.3972+0.7504i	-94.6619+0.7504i	-64.1815+0.7504i	-84.5292+0.7504i	-94.5649+0.7504i	-93.2658+0.7504i
0.3979	-64.2847+0.7504i	-83.9268+0.7504i	-76.3904+0.7504i	-94.6745+0.7504i	-64.1832+0.7504i	-84.5975+0.7504i	-97.1895+0.7504i	-93.2785+0.7504i
0.4000	-64.2777+0.7504i	-83.9179+0.7504i	-76.3778+0.7504i	-94.6555+0.7504i	-64.2192+0.7504i	-84.6260+0.7504i	-96.5827+0.7504i	-93.2754+0.7504i
0.4021	-64.2814+0.7504i	-83.9302+0.7504i	-76.3815+0.7504i	-94.7044+0.7504i	-64.2133+0.7504i	-84.5846+0.7504i	-99.7492+0.7504i	-93.3106+0.7504i
0.4042	-64.2830+0.7504i	-83.9194+0.7504i	-76.3753+0.7504i	-94.7062+0.7504i	-64.2256+0.7504i	-84.6189+0.7504i	-102.1205+0.7504i	-93.3492+0.7504i
0.4063	-64.2786+0.7504i	-83.8988+0.7504i	-76.3655+0.7504i	-94.7035+0.7504i	-64.2413+0.7504i	-84.6757+0.7504i	-101.7043+0.7504i	-93.3516+0.7504i
0.4083	-64.2763+0.7504i	-83.8781+0.7504i	-76.3581+0.7504i	-94.7090+0.7504i	-64.2368+0.7504i	-84.6975+0.7504i	-102.5022+0.7504i	-93.3269+0.7504i
0.4104	-64.2772+0.7504i	-83.8792+0.7504i	-76.3507+0.7504i	-94.7107+0.7504i	-64.2495+0.7504i	-84.7122+0.7504i	-104.4050+0.7504i	-93.3422+0.7504i
0.4125	-64.2770+0.7504i	-83.8823+0.7504i	-76.3443+0.7504i	-94.7215+0.7504i	-64.2498+0.7504i	-84.7356+0.7504i	-106.5070+0.7504i	-93.3390+0.7504i
0.4146	-64.2753+0.7504i	-83.8561+0.7504i	-76.3320+0.7504i	-94.7155+0.7504i	-64.2646+0.7504i	-84.7933+0.7504i	-109.0924+0.7504i	-93.3450+0.7504i
0.4167	-64.2831+0.7504i	-83.8729+0.7504i	-76.3303+0.7504i	-94.7351+0.7504i	-64.2751+0.7504i	-84.8055+0.7504i	-117.3446+0.7504i	-93.3509+0.7504i
0.4188	-64.2886+0.7504i	-83.8929+0.7504i	-76.3378+0.7504i	-94.7748+0.7504i	-64.2743+0.7504i	-84.7490+0.7504i	-113.6925+0.7504i	-93.3638+0.7504i
0.4208	-64.2869+0.7504i	-83.8729+0.7504i	-76.3231+0.7504i	-94.7675+0.7504i	-64.2732+0.7504i	-84.8139+0.7504i	-111.4817+0.7504i	-93.3689+0.7504i
0.4229	-64.2863+0.7504i	-83.8628+0.7504i	-76.3076+0.7504i	-94.7448+0.7504i	-64.2897+0.7504i	-84.9159+0.7504i	-111.6249+0.7504i	-93.3562+0.7504i
0.4250	-64.2958+0.7504i	-83.8977+0.7504i	-76.3014+0.7504i	-94.7596+0.7504i	-64.2859+0.7504i	-84.9436+0.7504i	-106.9040+0.7504i	-93.3703+0.7504i
0.4271	-64.2918+0.7504i	-83.8540+0.7504i	-76.2872+0.7504i	-94.7575+0.7504i	-64.2898+0.7504i	-84.9631+0.7504i	-107.5648+0.7504i	-93.3747+0.7504i
0.4292	-64.2931+0.7504i	-83.8251+0.7504i	-76.2855+0.7504i	-94.7815+0.7504i	-64.2968+0.7504i	-84.9690+0.7504i	-102.2342+0.7504i	-93.3904+0.7504i
0.4313	-64.2922+0.7504i	-83.8233+0.7504i	-76.2788+0.7504i	-94.8081+0.7504i	-64.3066+0.7504i	-85.0312+0.7504i	-98.8492+0.7504i	-93.4103+0.7504i
0.4333	-64.2945+0.7504i	-83.8234+0.7504i	-76.2654+0.7504i	-94.8013+0.7504i	-64.3134+0.7504i	-85.0662+0.7504i	-98.5961+0.7504i	-93.4119+0.7504i
0.4354	-64.3019+0.7504i	-83.8183+0.7504i	-76.2690+0.7504i	-94.8489+0.7504i	-64.3079+0.7504i	-85.0291+0.7504i	-95.6583+0.7504i	-93.4402+0.7504i
0.4375	-64.3011+0.7504i	-83.8324+0.7504i	-76.2613+0.7504i	-94.8546+0.7504i	-64.3111+0.7504i	-85.0647+0.7504i	-94.9808+0.7504i	-93.4438+0.7504i
0.4396	-64.2994+0.7504i	-83.8294+0.7504i	-76.2483+0.7504i	-94.8365+0.7504i	-64.3182+0.7504i	-85.1157+0.7504i	-95.3228+0.7504i	-93.4312+0.7504i
0.4417	-64.2992+0.7504i	-83.8110+0.7504i	-76.2386+0.7504i	-94.8467+0.7504i	-64.3158+0.7504i	-85.1488+0.7504i	-94.4694+0.7504i	-93.4432+0.7504i
0.4437	-64.3091+0.7504i	-83.8345+0.7504i	-76.2437+0.7504i	-94.8867+0.7504i	-64.3102+0.7504i	-85.0925+0.7504i	-93.0570+0.7504i	-93.4586+0.7504i
0.4458	-64.3047+0.7504i	-83.8252+0.7504i	-76.2312+0.7504i	-94.8844+0.7504i	-64.3257+0.7504i	-85.1565+0.7504i	-92.8042+0.7504i	-93.4535+0.7504i
0.4479	-64.2996+0.7504i	-83.8011+0.7504i	-76.2111+0.7504i	-94.8668+0.7504i	-64.3320+0.7504i	-85.2289+0.7504i	-92.9845+0.7504i	-93.4505+0.7504i
0.4500	-64.3044+0.7504i	-83.7887+0.7504i	-76.2092+0.7504i	-94.8919+0.7504i	-64.3329+0.7504i	-85.2240+0.7504i	-91.8060+0.7504i	-93.4648+0.7504i
0.4521	-64.3079+0.7504i	-83.8008+0.7504i	-76.2104+0.7504i	-94.9266+0.7504i	-64.3256+0.7504i	-85.1710+0.7504i	-90.8845+0.7504i	-93.4792+0.7504i
0.4542	-64.3034+0.7504i	-83.7879+0.7504i	-76.1986+0.7504i	-94.9168+0.7504i	-64.3297+0.7504i	-85.2031+0.7504i	-90.9910+0.7504i	-93.4712+0.7504i
0.4562	-64.3032+0.7504i	-83.7890+0.7504i	-76.1929+0.7504i	-94.9376+0.7504i	-64.3439+0.7504i	-85.2566+0.7504i	-90.2132+0.7504i	-93.4808+0.7504i
0.4583	-64.3021+0.7504i	-83.7829+0.7504i	-76.1849+0.7504i	-94.9435+0.7504i	-64.3407+0.7504i	-85.2636+0.7504i	-89.9723+0.7504i	-93.4827+0.7504i
0.4604	-64.2983+0.7504i	-83.7516+0.7504i	-76.1623+0.7504i	-94.9132+0.7504i	-64.3402+0.7504i	-85.3203+0.7504i	-90.5396+0.7504i	-93.4679+0.7504i
0.4625	-64.3039+0.7504i	-83.7736+0.7504i	-76.1623+0.7504i	-94.9392+0.7504i	-64.3433+0.7504i	-85.3005+0.7504i	-89.4980+0.7504i	-93.4827+0.7504i
0.4646	-64.3014+0.7504i	-83.7693+0.7504i	-76.1597+0.7504i	-94.9742+0.7504i	-64.3551+0.7504i	-85.3199+0.7504i	-88.3794+0.7504i	-93.4973+0.7504i
0.4667	-64.2980+0.7504i	-83.7402+0.7504i	-76.1457+0.7504i	-94.9792+0.7504i	-64.3561+0.7504i	-85.3548+0.7504i	-88.1991+0.7504i	-93.5003+0.7504i
0.4688	-64.3073+0.7504i	-83.7545+0.7504i	-76.1582+0.7504i	-95.0475+0.7504i	-64.3428+0.7504i	-85.2442+0.7504i	-86.8621+0.7504i	-93.5351+0.7504i
0.4708	-64.3047+0.7504i	-83.7622+0.7504i	-76.1491+0.7504i	-95.0521+0.7504i	-64.3531+0.7504i	-85.2772+0.7504i	-86.6852+0.7504i	-93.5312+0.7504i
0.4729	-64.2984+0.7504i	-83.7276+0.7504i	-76.1323+0.7504i	-95.0250+0.7504i	-64.3624+0.7504i	-85.3926+0.7504i	-86.9475+0.7504i	-93.5225+0.7504i
0.4750	-64.2956+0.7504i	-83.7252+0.7504i	-76.1249+0.7504i	-95.0473+0.7504i	-64.3626+0.7504i	-85.4094+0.7504i	-86.4717+0.7504i	-93.5340+0.7504i
0.4771	-64.2888+0.7504i	-83.7112+0.7504i	-76.1122+0.7504i	-95.0466+0.7504i	-64.3724+0.7504i	-85.4555+0.7504i	-86.3370+0.7504i	-93.5322+0.7504i
0.4792	-64.2900+0.7504i	-83.7250+0.7504i	-76.1049+0.7504i	-95.0593+0.7504i	-64.3777+0.7504i	-85.5112+0.7504i	-85.9674+0.7504i	-93.5344+0.7504i
0.4813	-64.2836+0.7504i	-83.7063+0.7504i	-76.0968+0.7504i	-95.0758+0.7504i	-64.3830+0.7504i	-85.5278+0.7504i	-85.5379+0.7504i	-93.5428+0.7504i
0.4833	-64.2854+0.7504i	-83.7141+0.7504i	-76.0928+0.7504i	-95.0914+0.7504i	-64.3777+0.7504i	-85.5071+0.7504i	-85.1985+0.7504i	-93.5489+0.7504i
0.4854	-64.2755+0.7504i	-83.6906+0.7504i	-76.0744+0.7504i	-95.0864+0.7504i	-64.3773+0.7504i	-85.5088+0.7504i	-85.1974+0.7504i	-93.5446+0.7504i
0.4875	-64.2686+0.7504i	-83.6832+0.7504i	-76.0554+0.7504i	-95.0651+0.7504i	-64.3886+0.7504i	-85.5906+0.7504i	-85.2041+0.7504i	-93.5360+0.7504i
0.4896	-64.2588+0.7504i	-83.6650+0.7504i	-76.0403+0.7504i	-95.0669+0.7504i	-64.4046+0.7504i	-85.6734+0.7504i	-85.0367+0.7504i	-93.5409+0.7504i
0.4917	-64.2502+0.7504i	-83.6403+0.7504i	-76.0224+0.7504i	-95.0503+0.7504i	-64.4040+0.7504i	-85.7150+0.7504i	-85.0921+0.7504i	-93.5329+0.7504i
0.4938	-64.2401+0.7504i	-83.6307+0.7504i	-76.0038+0.7504i	-95.0419+0.7504i	-64.4088+0.7504i	-85.7454+0.7504i	-84.9731+0.7504i	-93.5275+0.7504i
0.4958	-64.2368+0.7504i	-83.6252+0.7504i	-75.9926+0.7504i	-95.0439+0.7504i	-64.4208+0.7504i	-85.7951+0.7504i	-84.7864+0.7504i	-93.5252+0.7504i
0.4979	-64.2324+0.7504i	-83.5998+0.7504i	-75.9731+0.7504i	-95.0352+0.7504i	-64.4267+0.7504i	-85.8800+0.7504i	-84.7479+0.7504i	-93.5261+0.7504i
0.5000	-64.2195+0.7504i	-83.5476+0.7504i	-75.9566+0.7504i	-95.0257+0.7504i	-64.4292+0.7504i	-85.9317+0.7504i	-84.6381+0.7504i	-93.5216+0.7504i
0.5021	-64.2150+0.7504i	-83.5478+0.7504i	-75.9533+0.7504i	-95.0597+0.7504i	-64.4229+0.7504i	-85.8894+0.7504i	-83.9976+0.7504i	-93.5353+0.7504i
0.5042	-64.2134+0.7504i	-83.5577+0.7504i	-75.9403+0.7504i	-95.0593+0.7504i	-64.4340+0.7504i	-85.9509+0.7504i	-83.8437+0.7504i	-93.5317+0.7504i
0.5062	-64.2219+0.7504i	-83.5260+0.7504i	-75.9334+0.7504i	-95.1135+0.7504i	-64.4331+0.7504i	-85.9595+0.7504i	-83.3406+0.7504i	-93.5519+0.7504i
0.5083	-64.2181+0.7504i	-83.5293+0.7504i	-75.9151+0.7504i	-95.0967+0.7504i	-64.4384+0.7504i	-86.0216+0.7504i	-83.0897+0.7504i	-93.5989+0.7504i
0.5104	-64.2040+0.7504i	-83.5225+0.7504i	-75.9070+0.7504i	-95.1078+0.7504i	-64.4534+0.7504i	-86.0379+0.7504i	-82.8822+0.7504i	-93.5947+0.7504i
0.5125	-64.2049+0.7504i	-83.5390+0.7504i	-75.8945+0.7504i	-95.1171+0.7504i	-64.4522+0.7504i	-86.0673+0.7504i	-82.8679+0.7504i	-93.5368+0.7504i
0.5146	-64.2108+0.7504i	-83.5124+0.7504i	-75.8804+0.7504i	-95.1293+0.7504i	-64.4515+0.7504i	-86.1216+0.7504i	-82.3667+0.7504i	-93.5730+0.7504i
0.5167	-64.2097+0.7504i	-83.5167+0.7504i	-75.8723+0.7504i	-95.1589+0.7504i	-64.4509+0.7504i	-86.1623+0.7504i	-81.7967+0.7504i	-93.6306+0.7504i
0.5188	-64.1997+0.7504i	-83.5152+0.7504i	-75.8571+0.7504i	-95.1729+0.7504i	-64.4549+0.7504i	-86.1422+0.7504i	-81.5365+0.7504i	-93.6228+0.7504i
0.5208	-64.1900+0.7504i	-83.4949+0.7504i	-75.8400+0.7504i	-95.1725+0.7504i	-64.4680+0.7504i	-86.1980+0.7504i	-81.3160+0.7504i	-93.6327+0.7504i
0.5229	-64.1890+0.7504i	-83.4960+0.7504i	-75.8297+0.7504i	-95.1930+0.7504i	-64.4704+0.7504i	-86.2473+0.7504i	-80.9797+0.7504i	-93.6441+0.7504i
0.5250	-64.1856+0.7504i	-83.4982+0.7504i	-75.8143+0.7504i	-95.1913+0.7504i	-64.4722+0.7504i	-86.2609+0.7504i	-80.7652+0.7504i	-93.6436+0.7504i
0.5271	-64.1800+0.7504i	-83.5152+0.7504i	-75.8014+0.7504i	-95.2161+0.7504i	-64.4798+0.7504i	-86.2372+0.7504i	-80.4501+0.7504i	-93.6556+0.7504i
0.5292	-64.1836+0.7504i	-83.5404+0.7504i	-75.7929+0.7504i	-95.2419+0.7504i	-64.4857+0.7504i	-86.2960+0.7504i	-80.4695+0.7504i	-93.5719+0.7504i
0.5313	-64.1843+0.7504i	-83.5494+0.7504i	-75.7782+0.7504i	-95.2529+0.7504i	-64.4911+0.7504i	-86.3858+0.7504i	-80.1357+0.7504i	-93.5974+0.7504i
0.5333	-64.1844+0.7504i	-83.5258+0.7504i	-75.7619+0.7504i	-95.2716+0.7504i	-64.4996+0.7504i	-86.4406+0.7504i	-79.8456+0.7504i	-93.5980+0.7504i
0.5354	-64.1830+0.7504i	-83.5416+0.7504i	-75.7502+0.7504i	-95.2857+0.7504i	-64.4976+0.7504i	-86.4062+0.7504i	-79.6290+0.7504i	-93.5909+0.7504i
0.5375	-64.1883+0.7504i	-83.5475+0.7504i	-75.7402+0.7504i	-95.3209+0.7504i	-64.5050+0.7504i	-86.4019+0.7504i	-79.2123+0.7504i	-93.6102+0.7504i
0.5396	-64.1802+0.7504i	-83.5593+0.7504i	-75.7246+0.7504i	-95.3407+0.7504i	-64.5158+0.7504i	-86.5345+0.7504i	-78.9845+0.7504i	-93.6022+0.7504i
0.5417	-64.1786+0.7504i	-83.5905+0.7504i	-75.7069+0.7504i	-95.3385+0.7504i	-64.5300+0.7504i	-86.6207+0.7504i	-78.6154+0.7504i	-93.6856+0.7504i
0.5437	-64.1823+0.7504i	-83.5879+0.7504i	-75.6963+0.7504i	-95.3625+0.7504i	-64.5379+0.7504i	-86.6619+0.7504i	-78.4074+0.7504i	-93.6755+0.7504i
0.5458	-64.1813+0.7504i	-83.6264+0.7504i	-75.6812+0.7504i	-95.3709+0.7504i	-64.5453+0.7504i	-86.7228+0.7504i	-78.3307+0.7504i	-93.6132+0.7504i
0.5479	-64.2224+0.7504i	-83.5837+0.7504i	-75.6748+0.7504i	-95.3948+0.7504i	-64.5264+0.7504i	-86.7865+0.7504i	-78.1380+0.7504i	-93.6647+0.7504i
0.5500	-64.2214+0.7504i	-83.5971+0.7504i	-75.6644+0.7504i	-95.4244+0.7504i	-64.5345+0.7504i	-86.8301+0.7504i	-77.8948+0.7504i	-93.6404+0.7504i
0.5521	-64.2237+0.7504i	-83.6001+0.7504i	-75.6494+0.7504i	-95.4423+0.7504i	-64.5436+0.7504i	-86.8348+0.7504i	-77.6651+0.7504i	-93.6521+0.7504i
0.5542	-64.2245+0.7504i	-83.5978+0.7504i	-75.6338+0.7504i	-95.4434+0.7504i	-64.5483+0.7504i	-86.9408+0.7504i	-77.5809+0.7504i	-93.6479+0.7504i
0.5563	-64.2241+0.7504i	-83.6138+0.7504i	-75.6234+0.7504i	-95.4737+0.7504i	-64.5603+0.7504i	-87.0155+0.7504i	-77.2992+0.7504i	-93.6500+0.7504i
0.5583	-64.2303+0.7504i	-83.5989+0.7504i	-75.6095+0.7504i	-95.4852+0.7504i	-64.5592+0.7504i	-87.0556+0.7504i	-76.8990+0.7504i	-93.7706+0.7504i
0.5604	-64.2184+0.7504i	-83.6089+0.7504i	-75.5948+0.7504i	-95.5132+0.7504i	-64.5723+0.7504i	-87.0614+0.7504i	-76.6507+0.7504i	-93.7484+0.7504i
0.5625	-64.2309+0.7504i	-83.6012+0.7504i	-75.5858+0.7504i	-95.5439+0.7504i	-64.5801+0.7504i	-87.1209+0.7504i	-76.3212+0.7504i	-93.7923+0.7504i
0.5646	-64.2254+0.7504i	-83.5707+0.7504i	-75.5709+0.7504i	-95.5557+0.7504i	-64.5896+0.7504i	-87.2290+0.7504i	-76.0891+0.7504i	-93.8120+0.7504i
0.5667	-64.2318+0.7504i	-83.6209+0.7504i	-75.5560+0.7504i	-95.5603+0.7504i	-64.5948+0.7504i	-87.2919+0.7504i	-75.9714+0.7504i	-93.8023+0.7504i
0.5687	-64.2208+0.7504i	-83.6084+0.7504i	-75.5405+0.7504i	-95.5912+0.7504i	-64.5944+0.7504i	-87.3100+0.7504i	-75.6520+0.7504i	-93.8340+0.7504i
